"InsurancePolicyNumber","CustomerLoyaltyPeriod","DateOfPolicyCoverage","InsurancePolicyState","Policy_CombinedSingleLimit","Policy_Deductible","PolicyAnnualPremium","UmbrellaLimit","InsuredRelationship","CustomerID"
129192,100,1994-08-19,"State3","100/500",2000,1075.21,0,"not-in-family","Cust20071"
129193,143,1997-09-16,"State3","250/300",2000,1082.29,0,"husband","Cust20072"
129194,418,1996-07-28,"State2","100/300",1000,1191.09,5632361,"unmarried","Cust20073"
129195,432,1998-07-27,"State2","100/300",1000,1190.09,5111597,"unmarried","Cust20074"
129196,440,1999-06-27,"State2","250/300",1000,1189.44,4769613,"unmarried","Cust20075"
129197,452,2001-06-26,"State2","250/300",1000,-1,4312441,"own-child","Cust20076"
129198,250,2006-10-07,"State1","100/1000",1000,1274.7,0,"wife","Cust20077"
129200,249,2007-10-08,"State2","500/1000",1000,1297.72,0,"unmarried","Cust20079"
129201,250,2006-10-07,"State1","100/300",1000,1273.44,0,"unmarried","Cust20080"
129202,17,1992-08-05,"State1","250/500",500,1091.29,0,"unmarried","Cust20081"
129203,111,1991-06-03,"State1","250/500",500,1221.84,0,"unmarried","Cust20082"
129204,8,1992-08-05,"State3","250/500",500,1078.59,0,"unmarried","Cust20083"
129205,23,1992-08-05,"State3","250/500",500,1099.54,0,"unmarried","Cust20084"
129206,143,1991-08-15,"State3","100/300",1000,1057.76,6000000,"unmarried","Cust20085"
129207,121,1992-04-19,"State3","100/1000",1000,1008.57,6000000,"unmarried","Cust20086"
129208,127,1992-05-18,"State3","100/1000",1000,1022.01,6000000,"own-child","Cust20087"
129209,126,1992-05-18,"State3","500/300",1000,1020.52,6000000,"unmarried","Cust20088"
129210,366,1995-05-21,"State3","100/300",2000,1453.31,0,"not-in-family","Cust20089"
129211,345,1992-04-28,"State3","100/500",2000,1401.97,0,"not-in-family","Cust20090"
129212,367,1995-05-21,"State3","100/300",2000,1455.97,0,"not-in-family","Cust20091"
129213,354,1993-04-25,"State3","250/300",2000,1423.46,0,"other-relative","Cust20092"
129214,218,1995-08-21,"State1","500/1000",567,1068.19,0,"not-in-family","Cust20093"
129215,211,1996-08-20,"State1","500/300",503,1042.06,0,"not-in-family","Cust20094"
129216,245,1993-09-23,"State1","500/300",838,1179.07,0,"not-in-family","Cust20095"
129217,258,1992-09-24,"State1","100/1000",970,1233.3,0,"own-child","Cust20096"
129219,347,1992-04-27,"State3","100/500",2000,1404.96,0,"not-in-family","Cust20098"
129221,353,1993-04-25,"State3","100/300",2000,1419.48,0,"other-relative","Cust20100"
129223,82,2007-10-09,"State2","100/500",500,1482.46,3332405,"wife","Cust20102"
129224,91,2006-10-09,"State2","250/300",500,1496.24,2989180,"unmarried","Cust20103"
129225,77,2008-09-08,"State2","250/500",500,1473.85,3546735,"wife","Cust20104"
129227,259,1994-12-17,"State3","250/500",2000,1169.68,0,"husband","Cust20106"
129228,194,1994-11-14,"State3","500/500",2000,1260.17,0,"husband","Cust20107"
129229,139,1994-10-12,"State3","250/1000",2000,1338.02,0,"husband","Cust20108"
129230,219,1996-08-22,"State2","500/300",500,1399.56,0,"not-in-family","Cust20109"
129233,197,1996-07-22,"State2","500/300",500,1431.38,0,"not-in-family","Cust20112"
129234,181,1991-12-16,"State3","250/500",2000,1366.52,0,"unmarried","Cust20113"
129236,200,1991-12-17,"State3","250/500",2000,1330.91,0,"unmarried","Cust20115"
129239,215,1999-10-28,"State2","500/500",673,1001.61,0,"not-in-family","Cust20118"
129240,253,1998-10-28,"State2","500/1000",541,979.42,0,"unmarried","Cust20119"
129241,250,1998-10-28,"State2","250/500",551,981.11,0,"not-in-family","Cust20120"
129242,201,1994-08-21,"State2","250/300",2000,1315.78,0,"wife","Cust20121"
129243,257,1996-07-16,"State2","250/300",2000,1210.84,0,"not-in-family","Cust20122"
129244,213,1994-08-20,"State2","100/500",2000,1293.52,0,"not-in-family","Cust20123"
129246,134,2009-05-06,"State2","500/1000",693,1290.16,0,"own-child","Cust20125"
129247,148,2010-06-05,"State3","500/500",604,1340.36,0,"own-child","Cust20126"
129248,149,2010-06-05,"State3","500/1000",598,1344.11,0,"not-in-family","Cust20127"
129249,143,2010-05-05,"State3","250/1000",637,1321.79,0,"own-child","Cust20128"
129250,198,1991-02-03,"State1","250/300",1403,1122.7,0,"unmarried","Cust20129"
129251,181,1990-02-03,"State1","250/300",1190,1130.27,0,"not-in-family","Cust20130"
129252,208,1991-02-04,"State3","100/300",1530,1118.22,0,"not-in-family","Cust20131"
129253,233,1992-02-04,"State3","100/300",1832,1107.48,0,"not-in-family","Cust20132"
129254,63,2006-06-29,"State1","250/300",1000,1525.71,0,"other-relative","Cust20133"
129256,138,2004-05-29,"State3","250/500",1000,1553.84,0,"other-relative","Cust20135"
129257,133,2004-05-29,"State1","100/300",1000,1552.06,0,"own-child","Cust20136"
129258,261,1994-06-16,"State1","500/300",700,1078.77,0,"husband","Cust20137"
129259,236,1995-06-19,"State3","100/300",846,1032.96,0,"unmarried","Cust20138"
129260,232,1996-06-19,"State3","100/1000",873,1024.4,0,"unmarried","Cust20139"
129261,252,1995-06-17,"State3","100/1000",753,1061.95,0,"husband","Cust20140"
129262,113,2006-09-07,"State2","500/1000",1932,1267.61,4068396,"not-in-family","Cust20141"
129263,143,2009-09-07,"State3","500/1000",1552,1326.47,4448001,"unmarried","Cust20142"
129265,141,2009-09-07,"State3","500/1000",1580,1322.06,4419549,"not-in-family","Cust20144"
129266,310,2002-10-02,"State2","100/300",621,1387.75,0,"wife","Cust20145"
129267,262,2004-09-05,"State2","100/1000",934,1267.47,0,"wife","Cust20146"
129268,306,2002-10-02,"State2","100/1000",643,1379.5,0,"wife","Cust20147"
129271,188,2009-02-20,"State3","250/500",1973,1622.31,0,"other-relative","Cust20150"
129272,193,2009-02-20,"State3","250/500",1885,1603.71,0,"unmarried","Cust20151"
129273,195,2009-02-20,"State2","250/500",1843,1594.68,0,"unmarried","Cust20152"
129275,258,2004-06-20,"State1","100/300",500,1372.38,0,"husband","Cust20154"
129276,254,2005-06-19,"State1","500/1000",500,1363.4,0,"husband","Cust20155"
129278,141,1996-01-20,"State1","250/500",500,1299.79,4150955,"own-child","Cust20157"
129279,149,1995-02-25,"State1","250/500",500,1091.61,1348962,"own-child","Cust20158"
129280,140,1997-01-19,"State1","250/500",500,1310.02,4288618,"own-child","Cust20159"
129281,146,1995-02-23,"State1","250/500",500,1154.42,2194388,"other-relative","Cust20160"
129282,206,2012-06-24,"State1","250/300",1000,1145.05,0,"husband","Cust20161"
129284,198,2007-05-24,"State2","100/300",1000,1175.89,0,"not-in-family","Cust20163"
129285,203,2011-06-24,"State2","250/300",1000,1155.19,0,"not-in-family","Cust20164"
129286,189,1992-08-05,"State2","500/500",1000,1298.94,0,"other-relative","Cust20165"
129287,168,1992-09-04,"State2","250/1000",1000,1302.93,0,"wife","Cust20166"
129288,227,1992-06-08,"State2","250/1000",1000,1291.85,0,"other-relative","Cust20167"
129289,208,1992-07-07,"State2","250/500",1000,1295.32,0,"wife","Cust20168"
129290,9,2002-07-10,"State2","500/1000",782,1051.23,0,"not-in-family","Cust20169"
129291,9,1999-06-10,"State1","500/1000",855,1058.76,0,"not-in-family","Cust20170"
129292,8,2010-09-09,"State1","100/300",545,1026.54,0,"not-in-family","Cust20171"
129296,282,1994-02-09,"State2","100/300",1000,1497.5,0,"not-in-family","Cust20175"
129298,198,1992-11-24,"State1","250/500",1000,1343.7,0,"not-in-family","Cust20177"
129299,134,1996-08-19,"State1","250/1000",1000,1330.01,0,"not-in-family","Cust20178"
129300,134,1996-08-19,"State1","250/1000",1000,1330.05,0,"not-in-family","Cust20179"
129303,94,2000-09-22,"State3","100/300",685,1376.75,5259914,"own-child","Cust20182"
129304,94,2000-09-22,"State3","100/300",707,1374.02,5170225,"wife","Cust20183"
129305,93,2000-09-21,"State3","100/300",779,1365.25,4882345,"own-child","Cust20184"
129307,463,2002-02-16,"State2","500/300",1798,1028.99,0,"own-child","Cust20186"
129309,453,2000-03-11,"State2","100/1000",1323,1150.41,0,"own-child","Cust20188"
129311,210,1996-05-16,"State1","250/500",2000,1270.34,6866680,"unmarried","Cust20190"
129312,208,1995-05-16,"State2","250/1000",2000,1273.57,6753091,"unmarried","Cust20191"
129313,251,2003-03-09,"State2","500/500",2000,1202.74,9249792,"other-relative","Cust20192"
129314,244,2002-07-21,"State3","250/500",500,1173.34,0,"other-relative","Cust20193"
129315,268,2003-08-23,"State1","250/500",500,1186.41,0,"not-in-family","Cust20194"
129317,264,2003-08-22,"State1","500/500",500,1184.03,0,"other-relative","Cust20196"
129318,196,2012-06-12,"State3","100/1000",500,1462.4,0,"wife","Cust20197"
129320,146,2014-03-19,"State1","500/1000",500,1443.5,0,"wife","Cust20199"
129322,123,2000-12-08,"State3","500/1000",2000,1214.2,0,"own-child","Cust20201"
129323,126,1999-12-08,"State2","500/300",2000,1223.04,0,"not-in-family","Cust20202"
129324,123,2000-12-08,"State3","100/300",2000,1216.21,0,"not-in-family","Cust20203"
129325,133,1997-12-07,"State2","100/300",2000,1242.45,0,"not-in-family","Cust20204"
129326,115,2001-07-20,"State3","250/500",500,989.31,0,"husband","Cust20205"
129327,112,2001-07-22,"State3","250/500",500,1010.44,0,"wife","Cust20206"
129329,109,2000-08-24,"State2","250/500",500,1027.23,0,"husband","Cust20208"
129332,84,2004-01-04,"State3","100/300",500,1056.66,0,"own-child","Cust20211"
129334,238,1991-04-20,"State1","500/500",756,1426.45,0,"own-child","Cust20213"
129335,245,1990-03-18,"State3","250/500",689,1385.86,0,"own-child","Cust20214"
129337,253,1990-03-17,"State1","500/1000",618,1342.33,0,"own-child","Cust20216"
129338,125,2001-04-04,"State2","250/500",1000,1076.9,0,"husband","Cust20217"
129340,81,1997-03-11,"State2","250/500",1000,1103.08,0,"husband","Cust20219"
129344,142,2010-11-06,"State3","100/1000",1422,1122.57,0,"not-in-family","Cust20223"
129345,115,2006-12-08,"State3","500/1000",1886,1165.23,0,"not-in-family","Cust20224"
129346,302,2000-10-23,"State3","100/300",500,804.93,0,"own-child","Cust20225"
129347,301,2000-09-22,"State3","100/500",500,816.25,0,"own-child","Cust20226"
129348,300,1999-07-20,"State3","250/300",500,832.55,0,"own-child","Cust20227"
129349,301,2000-09-22,"State3","100/500",500,816.78,0,"own-child","Cust20228"
129350,210,2004-06-16,"State2","500/1000",1000,1121.48,0,"not-in-family","Cust20229"
129351,197,2003-07-17,"State1","500/1000",1000,1112.69,0,"not-in-family","Cust20230"
129354,144,1993-10-31,"State3","500/1000",2000,1256.06,5962030,"other-relative","Cust20233"
129355,176,1992-11-29,"State3","250/500",2000,1289.38,2623733,"other-relative","Cust20234"
129356,172,1992-11-30,"State3","500/1000",2000,1285.1,3052191,"not-in-family","Cust20235"
129358,199,2005-04-05,"State3","250/1000",633,1168.21,6000000,"own-child","Cust20237"
129359,252,2006-04-03,"State2","250/1000",828,1152.36,6000000,"own-child","Cust20238"
129361,166,2004-03-06,"State3","500/500",511,1178.05,6000000,"own-child","Cust20240"
129362,347,2011-08-12,"State1","250/500",500,1719.71,0,"own-child","Cust20241"
129363,348,2012-08-12,"State1","250/500",500,1732.89,0,"own-child","Cust20242"
129364,339,2009-10-11,"State1","250/500",500,1580.15,0,"own-child","Cust20243"
129365,342,2010-09-11,"State1","250/500",500,1634,0,"wife","Cust20244"
129366,144,2002-06-11,"State3","100/300",968,1032.59,0,"husband","Cust20245"
129367,73,2009-07-21,"State2","100/300",683,1017.88,0,"other-relative","Cust20246"
129369,49,2012-08-24,"State2","100/300",588,1012.95,0,"other-relative","Cust20248"
129371,336,1990-07-11,"State2","500/1000",881,1522.38,0,"husband","Cust20250"
129372,358,1990-07-09,"State2","100/1000",969,1551.24,0,"husband","Cust20251"
129373,271,1990-06-18,"State2","100/300",626,1438.22,0,"husband","Cust20252"
129374,142,2009-03-03,"State3","250/300",500,1404.54,1999406,"unmarried","Cust20253"
129375,112,2009-03-04,"State2","100/300",500,1404.05,2834792,"unmarried","Cust20254"
129376,200,2010-03-01,"State2","100/500",500,1405.47,402020,"unmarried","Cust20255"
129377,37,2008-03-07,"State2","100/300",500,1402.84,4894802,"husband","Cust20256"
129379,81,1995-08-05,"State1","100/300",1000,1467.42,0,"husband","Cust20258"
129380,84,1994-08-05,"State1","100/300",1000,1458.2,0,"husband","Cust20259"
129381,82,1995-08-05,"State1","100/300",1000,1467.05,0,"unmarried","Cust20260"
129382,119,1991-06-03,"State1","250/500",573,1247.76,0,"unmarried","Cust20261"
129385,112,1991-07-03,"State1","500/1000",732,1272.3,0,"unmarried","Cust20264"
129386,24,2008-09-04,"State3","100/500",500,1469.95,0,"own-child","Cust20265"
129387,22,2010-09-03,"State3","100/500",500,1477.03,0,"own-child","Cust20266"
129388,29,2004-08-07,"State3","100/300",500,1455.02,0,"own-child","Cust20267"
129390,110,2012-11-05,"State1","250/500",1678,1242.01,0,"husband","Cust20269"
129391,87,2011-12-03,"State1","250/500",1240,1337.47,0,"not-in-family","Cust20270"
129392,113,2012-10-05,"State1","500/500",1752,1225.82,0,"husband","Cust20271"
129393,112,2012-11-05,"State1","250/500",1718,1233.33,0,"not-in-family","Cust20272"
129395,256,2014-02-13,"State1","500/1000",2000,1271.73,0,"unmarried","Cust20274"
129396,249,2014-02-09,"State1","500/1000",2000,1187.38,0,"unmarried","Cust20275"
129397,253,2014-02-12,"State1","500/1000",2000,1239,0,"not-in-family","Cust20276"
129401,96,1992-04-17,"State2","100/300",500,1154.1,0,"husband","Cust20280"
129403,346,1996-10-18,"State3","500/300",500,1481.09,9000000,"own-child","Cust20282"
129404,277,2001-09-13,"State3","500/300",500,1515.29,9000000,"unmarried","Cust20283"
129405,324,1998-10-17,"State3","500/300",500,1491.96,9000000,"own-child","Cust20284"
129406,172,1998-10-03,"State2","500/1000",2000,1424.32,0,"other-relative","Cust20285"
129408,176,1999-10-04,"State2","100/300",2000,1411.2,0,"other-relative","Cust20287"
129409,192,2001-11-06,"State2","500/1000",2000,1357.47,0,"other-relative","Cust20288"
129410,368,2006-08-24,"State2","100/300",2000,1060.6,0,"husband","Cust20289"
129412,361,2005-08-24,"State2","250/500",2000,1118.64,0,"husband","Cust20291"
129414,218,2013-12-25,"State1","100/300",502,915.33,0,"unmarried","Cust20293"
129415,218,2013-12-25,"State1","100/300",518,925.62,0,"unmarried","Cust20294"
129416,222,2012-12-24,"State1","100/300",966,1205.44,0,"unmarried","Cust20295"
129418,66,2014-03-10,"State1","500/1000",916,1546.18,0,"wife","Cust20297"
129419,124,2015-02-06,"State1","100/1000",705,1407.55,0,"wife","Cust20298"
129420,155,2015-01-04,"State3","100/300",592,1332.94,0,"wife","Cust20299"
129422,82,1999-06-03,"State1","100/300",1000,1061.77,6000000,"unmarried","Cust20301"
129423,43,1997-08-04,"State1","100/300",1000,1089.35,6000000,"not-in-family","Cust20302"
129424,52,1998-07-04,"State2","100/300",1000,1083.56,6000000,"unmarried","Cust20303"
129425,43,1997-08-04,"State2","100/300",1000,1089.79,6000000,"unmarried","Cust20304"
129426,132,2000-10-13,"State3","250/500",2000,1220.89,0,"wife","Cust20305"
129429,136,1995-10-12,"State3","100/500",2000,1316.55,0,"husband","Cust20308"
129430,307,1993-06-21,"State2","250/500",1000,1694.86,0,"other-relative","Cust20309"
129431,395,1992-07-29,"State1","100/500",1000,1610.96,0,"other-relative","Cust20310"
129432,388,1992-07-28,"State2","250/500",1000,1617.06,0,"own-child","Cust20311"
129434,241,1999-12-03,"State3","250/300",1000,1238.47,5254686,"not-in-family","Cust20313"
129435,226,2000-12-01,"State1","100/500",1000,1219.25,5017452,"not-in-family","Cust20314"
129436,278,1998-12-06,"State3","250/500",1000,1288.13,5867696,"not-in-family","Cust20315"
129437,228,2000-12-01,"State3","250/500",1000,1221.41,5044127,"other-relative","Cust20316"
129438,110,2004-10-12,"State1","100/300",2000,1203.91,0,"own-child","Cust20317"
129439,136,2004-10-13,"State1","100/300",2000,1235.22,0,"own-child","Cust20318"
129441,126,2004-10-13,"State1","100/300",2000,1222.97,0,"own-child","Cust20320"
129443,218,1991-07-22,"State3","500/500",1473,1285.34,5473106,"other-relative","Cust20322"
129444,231,1991-07-24,"State3","500/500",1172,1279.86,5172112,"unmarried","Cust20323"
129445,238,1990-08-25,"State1","500/1000",1022,1277.13,5022080,"unmarried","Cust20324"
129446,361,1996-07-11,"State1","250/1000",1014,1149.96,0,"not-in-family","Cust20325"
129447,398,1993-04-14,"State1","250/500",1970,1000.22,0,"not-in-family","Cust20326"
129448,373,1995-06-12,"State1","500/500",1323,1101.57,0,"not-in-family","Cust20327"
129449,397,1993-04-14,"State1","500/500",1945,1004.21,0,"not-in-family","Cust20328"
129450,297,1995-12-15,"State1","100/300",1233,1457.85,0,"wife","Cust20329"
129451,286,1994-11-07,"State3","100/300",1951,1509.08,0,"wife","Cust20330"
129453,290,1994-11-11,"State3","100/300",1646,1487.34,0,"wife","Cust20332"
129454,213,2009-04-14,"State3","500/500",2000,1227.39,0,"husband","Cust20333"
129456,166,2012-04-13,"State3","500/1000",2000,-1,0,"husband","Cust20335"
129457,159,2012-04-12,"State2","500/1000",2000,1232.65,0,"husband","Cust20336"
129458,250,2003-04-23,"State3","100/500",500,984.34,7524756,"wife","Cust20337"
129459,249,2003-04-23,"State1","250/500",500,983.22,7551892,"husband","Cust20338"
129461,251,2004-03-23,"State3","100/500",500,992.1,7336176,"husband","Cust20340"
129462,18,2004-02-29,"State3","250/500",1000,1383.98,0,"not-in-family","Cust20341"
129463,5,2000-04-23,"State1","250/500",1000,1349.67,0,"other-relative","Cust20342"
129464,13,2003-02-27,"State3","250/500",1000,1372.28,0,"not-in-family","Cust20343"
129466,219,2013-12-25,"State1","100/300",595,973.68,0,"wife","Cust20345"
129467,221,2012-12-24,"State1","100/300",859,1138.33,0,"wife","Cust20346"
129468,220,2012-12-24,"State1","100/300",772,1084.24,0,"unmarried","Cust20347"
129469,218,2013-12-25,"State1","100/300",503,916.24,0,"wife","Cust20348"
129472,459,1995-04-15,"State3","100/500",771,1433.55,0,"not-in-family","Cust20351"
129474,50,1998-02-22,"State3","250/300",2000,1549.89,3223548,"unmarried","Cust20353"
129475,50,1998-02-22,"State2","100/300",2000,1549.73,3216608,"husband","Cust20354"
129476,48,1999-02-21,"State2","250/500",2000,1559.03,3605473,"husband","Cust20355"
129477,49,1998-02-22,"State2","100/300",2000,1552.58,3335794,"unmarried","Cust20356"
129478,101,2012-12-05,"State1","500/1000",1000,1799.47,0,"wife","Cust20357"
129479,122,2011-11-04,"State1","500/1000",1000,1860.68,0,"wife","Cust20358"
129480,100,2012-12-05,"State3","500/1000",1000,1799.34,0,"wife","Cust20359"
129481,128,2010-11-04,"State3","500/1000",1000,1877.55,0,"wife","Cust20360"
129482,46,1994-08-24,"State2","500/1000",716,1596.4,0,"not-in-family","Cust20361"
129483,56,1993-07-22,"State2","100/1000",620,1516.88,0,"other-relative","Cust20362"
129484,32,1995-09-27,"State1","100/300",845,1701.89,0,"other-relative","Cust20363"
129485,23,1996-09-28,"State2","500/300",931,1772.49,0,"not-in-family","Cust20364"
129487,324,2002-09-01,"State1","100/1000",500,1446.91,0,"own-child","Cust20366"
129488,299,2009-07-02,"State3","500/1000",500,1519.54,0,"own-child","Cust20367"
129489,296,2009-06-02,"State1","500/1000",500,1525.75,0,"own-child","Cust20368"
129490,178,2008-02-25,"State3","500/1000",1518,1491.6,0,"unmarried","Cust20369"
